diag_t	n
c("F419", "F101", "F121", "Z590", "F200")	1
c("F419", "F120", "F100", "X610", "T433")	1
c("F419", "F122", "Z631", "S519", "X780")	1
c("F419", "F140", "X610", "T435", "T424")	1
c("F419", "F199", "F329", "X619", "T439")	1
c("F419", "F203")	1
c("F419", "F209", "F6030", "T391", "X600")	1
c("F419", "F209", "J189")	1
c("F419", "F209", "X610", "T435", "T424")	1
c("F419", "F21")	1
c("F419", "F28", "R460", "G472")	1
c("F419", "F313")	1
c("F419", "F319", "F6031", "X610", "T433", "F101")	1
c("F419", "F319", "X610", "T435", "T432")	1
c("F419", "F3211", "Z9150")	1
c("F419", "F329", "F3201")	1
c("F419", "F329", "F4325")	1
c("F419", "F329", "Z911")	1
c("F419", "F339")	1
c("F419", "F3800")	1
c("F419", "F421")	1
c("F419", "F429", "X610", "T432")	1
c("F419", "F432", "Z9150")	1
c("F419", "F4322")	1
c("F419", "F4325", "F329")	1
c("F419", "F509")	1
c("F419", "F6031", "F500", "X789", "S519")	1
c("F419", "F605", "K599")	1
c("F419", "F609", "X610", "T433")	1
c("F419", "F700")	1
c("F419", "F790")	1
c("F419", "F845")	1
c("F419", "G20", "Z911", "R104", "R2638")	1
c("F419", "G211")	1
c("F419", "G253")	1
c("F419", "G409")	1
c("F419", "G632", "E1140")	1
c("F419", "K922", "R104")	1
c("F419", "N912", "R104")	1
c("F419", "Q992", "F731", "X780", "T131")	1
c("F419", "R443", "R462")	1
c("F419", "R443", "Z511")	1
c("F419", "R458")	1
c("F419", "R460", "Z590")	1
c("F419", "R522")	1
c("F419", "T220", "X771")	1
c("F419", "T393", "X600", "F111", "F121", "T408", "X620")	1
c("F419", "T424")	1
c("F419", "T424", "X610", "F317")	1
c("F419", "T424", "X610", "F603", "Z9150")	1
c("F419", "U049")	1
c("F419", "U089")	1
c("F419", "X610", "F799", "T424")	1
c("F419", "X610", "T424", "F317")	1
c("F419", "X610", "T435", "F6031")	1
c("F419", "X610", "Z9150")	1
c("F419", "X610", "Z9150", "F603")	1
c("F419", "X611", "T424")	1
c("F419", "X619", "T424")	1
c("F419", "X619", "T424", "F101", "F131")	1
c("F419", "X619", "T433")	1
c("F419", "X620", "T408", "F121", "F111", "X600", "T393")	1
c("F419", "X780", "S411")	1
c("F419", "X780", "S519")	1
c("F419", "X781", "R452")	1
c("F419", "X789")	1
c("F419", "Z028")	1
c("F419", "Z321")	1
c("F419", "Z590")	1
c("F419", "Z5970", "Z6030", "F317", "J459")	1
c("F419", "Z598")	1
c("F419", "Z598", "Z9150")	1
c("F419", "Z6030")	1
c("F419", "Z609")	1
c("F419", "Z630")	1
c("F419", "Z631", "X610", "T424")	1
c("F419", "Z638", "X610", "T424")	1
c("F419", "Z730")	1
c("F419", "Z730", "X610", "T432", "T424")	1
c("F419", "Z911", "F067")	1
c("F419", "Z9150")	1
c("F419", "Z9158", "F6031")	1
c("F422", "F3210")	1
c("F422", "R458")	1
c("F430", "D407")	1
c("F430", "D570")	1
c("F430", "D649")	1
c("F430", "E1190", "X640", "T383", "X610", "T432", "Z636")	1
c("F430", "F059", "T009", "Y070", "T741", "F331")	1
c("F430", "F101")	1
c("F430", "F101", "Z911")	1
c("F430", "F101", "Z9150")	1
c("F430", "F102")	1
c("F430", "F112", "F900")	1
c("F430", "F113")	1
c("F430", "F131", "F101", "F328")	1
c("F430", "F131", "F6031")	1
c("F430", "F131", "Z911", "F319", "F6031")	1
c("F430", "F132", "F419", "Z6020")	1
c("F430", "F141")	1
c("F430", "F141", "F100", "X610", "T424")	1
c("F430", "F191", "X619", "T424", "F329", "F6031")	1
c("F430", "F191", "X619", "T424", "Z911")	1
c("F430", "F251", "X610", "T424")	1
c("F430", "F317", "Z631")	1
c("F430", "F319", "Z630", "X610", "T424", "F101")	1
c("F430", "F320")	1
c("F430", "F329", "X610", "T432", "T424", "Z638")	1
c("F430", "F419")	1
c("F430", "F4300")	1
c("F430", "F4301")	1
c("F430", "F431")	1
c("F430", "F509", "X609", "T391")	1
c("F430", "F539", "Z9150")	1
c("F430", "F603", "X610", "T435")	1
c("F430", "F6031", "F131", "Z911", "F319")	1
c("F430", "F6031", "X610", "T424")	1
c("F430", "F6031", "X610", "X780", "Z630", "T435", "F1005", "S510")	1
c("F430", "F6031", "Z630", "F329", "X610", "T424")	1
c("F430", "F6031", "Z630", "X610", "T432")	1
c("F430", "F609", "X610", "T433")	1
c("F430", "F630", "X610", "T433")	1
c("F430", "F638", "F709")	1
c("F430", "F69")	1
c("F430", "F700", "R102")	1
c("F430", "F708")	1
c("F430", "F709", "F638")	1
c("F430", "F900")	1
c("F430", "F988")	1
c("F430", "F989")	1
c("F430", "G258")	1
c("F430", "G409", "Z634")	1
c("F430", "H813")	1
c("F430", "I21000")	1
c("F430", "I7021", "E1158", "X610", "T432")	1
c("F430", "J690", "Z630", "F102", "X600", "X610", "T393", "T424")	1
c("F430", "K769", "F111", "F132")	1
c("F430", "K851")	1
c("F430", "L893", "F339")	1
c("F430", "M545")	1
c("F430", "M7979", "X610", "T424")	1
c("F430", "M8907", "Z9150")	1
c("F430", "O993", "Z9150")	1
c("F430", "Q980", "G409", "X610", "T426")	1
c("F430", "R262")	1
c("F430", "R300")	1
c("F430", "R400", "Z630", "X610", "T424")	1
c("F430", "R410", "Z9150")	1
c("F430", "R456")	1
c("F430", "R456", "F709", "Z635")	1
c("F430", "R458")	1
c("F430", "R520")	1
c("F430", "R529", "Z630", "T424", "X610")	1
c("F430", "R53+1")	1
c("F430", "R634", "Z5968", "Z634")	1
c("F430", "S000", "Z630")	1
c("F430", "S517", "X780")	1
c("F430", "S518", "F120", "F100", "X780")	1
c("F430", "S617", "X780", "F101", "T434", "T424", "X619")	1
c("F430", "S618", "X830", "F319")	1
c("F430", "S6240")	1
c("F430", "T383", "X440", "Z592")	1
c("F430", "T391", "X602")	1
c("F430", "T391", "Z630", "X600")	1
c("F430", "T393", "X600")	1
c("F430", "T424", "F131", "Z630", "X619")	1
c("F430", "T424", "X610")	1
c("F430", "T424", "X610", "Y060", "F100")	1
c("F430", "T424", "X610", "Z567")	1
c("F430", "T435", "X610")	1
c("F430", "T509", "X640")	1
c("F430", "T741", "T391", "X600")	1
c("F430", "T741", "X600", "T391")	1
c("F430", "T741", "Z630")	1
c("F430", "T743", "X610", "T433", "F317")	1
c("F430", "U0710")	1
c("F430", "V041", "S018", "S090", "U0712", "Z290")	1
c("F430", "X400", "T391")	1
c("F430", "X400", "T391", "Z630")	1
c("F430", "X410", "F209", "T435")	1
c("F430", "X600", "T361")	1
c("F430", "X600", "T391", "F3200", "Z553")	1
c("F430", "X600", "T393")	1
c("F430", "X600", "T393", "F349")	1
c("F430", "X600", "T393", "Z630")	1
c("F430", "X609", "Z630", "T391")	1
c("F430", "X6099", "T391")	1
c("F430", "X610", "F317", "T424")	1
c("F430", "X610", "T409", "F121")	1
c("F430", "X610", "T424", "F100")	1
c("F430", "X610", "T424", "F603")	1
c("F430", "X610", "T424", "T435")	1
c("F430", "X610", "T424", "Z630", "F432")	1
c("F430", "X610", "T424", "Z630", "F6030")	1
c("F430", "X610", "T426", "Z562", "F3211")	1
c("F430", "X610", "T432", "Z592")	1
c("F430", "X610", "T432", "Z630", "Z321")	1
c("F430", "X610", "T433", "F101", "Z638")	1
c("F430", "X610", "T434")	1
c("F430", "X610", "T435")	1
c("F430", "X610", "Z615", "T439")	1
c("F430", "X610", "Z634", "F101", "T424")	1
c("F430", "X611", "T439")	1
c("F430", "X619", "T424")	1
c("F430", "X619", "T427")	1
c("F430", "X619", "T432")	1
c("F430", "X619", "T433")	1
c("F430", "X619", "T434", "T424", "F101", "S617", "X780")	1
c("F430", "X619", "T435", "F6031", "Z630")	1
c("F430", "X620", "T402", "F539")	1
c("F430", "X620", "T406", "Z630")	1
c("F430", "X630", "T443", "X780", "S517")	1
c("F430", "X631")	1
c("F430", "X640", "T465")	1
c("F430", "X640", "T465", "Z588")	1
c("F430", "X640", "T509")	1
c("F430", "X640", "T509", "Z637")	1
c("F430", "X649", "T509")	1
c("F430", "X679", "T543")	1
c("F430", "X699", "T658", "Z567")	1
c("F430", "X701", "F419")	1
c("F430", "X714")	1
c("F430", "X718", "T751")	1
c("F430", "X789", "S710")	1
c("F430", "X824", "Z532", "Z630", "F6030", "M549")	1
c("F430", "X849")	1
c("F430", "Y049", "S000", "X609", "T391")	1
c("F430", "Y050")	1
c("F430", "Y060", "T391", "X600")	1
c("F430", "Y060", "X600", "T391")	1
c("F430", "Y060", "X610", "T424")	1
c("F430", "Y060", "Z9150")	1
c("F430", "Y071", "S5280")	1
c("F430", "Y150", "F102")	1
c("F430", "Z321", "F6030", "X610", "T432")	1
c("F430", "Z553", "Z9150")	1
c("F430", "Z560")	1
c("F430", "Z563", "X619", "T424")	1
c("F430", "Z564", "X610", "T424")	1
c("F430", "Z564", "X619", "T424")	1
c("F430", "Z565", "X610", "T424")	1
c("F430", "Z565", "Z9150")	1
c("F430", "Z566", "F321")	1
c("F430", "Z567")	1
c("F430", "Z567", "F121", "X600", "T391")	1
c("F430", "Z567", "F320", "Z9150")	1
c("F430", "Z567", "X610", "T424")	1
c("F430", "Z567", "Z630")	1
c("F430", "Z590", "Z9150")	1
c("F430", "Z5913", "Z630", "Z9150")	1
c("F430", "Z599")	1
c("F430", "Z6028", "X780", "S517")	1
c("F430", "Z6030", "X690", "Z9150", "Z630")	1
c("F430", "Z6030", "Z630", "X610", "T424")	1
c("F430", "Z6030", "Z630", "X610", "T439")	1
c("F430", "Z608", "X600", "T391")	1
c("F430", "Z609", "Y060", "X610", "Z9150")	1
c("F430", "Z630", "F101", "X610", "T424")	1
c("F430", "Z630", "F432")	1
c("F430", "Z630", "T424", "X610")	1
c("F430", "Z630", "T424", "X610", "F432")	1
c("F430", "Z630", "T447", "X630")	1
c("F430", "Z630", "X454", "T519")	1
c("F430", "Z630", "X600", "T393")	1
c("F430", "Z630", "X610", "T424", "F100")	1
c("F430", "Z630", "X610", "T424", "T426")	1
c("F430", "Z630", "X610", "T426")	1
c("F430", "Z630", "X610", "T439", "Z6030")	1
c("F430", "Z630", "X619", "T424", "F6031")	1
c("F430", "Z630", "X619", "T432")	1
c("F430", "Z630", "X640", "T461")	1
c("F430", "Z630", "X640", "T509")	1
c("F430", "Z630", "X690", "T543")	1
c("F430", "Z630", "X780", "S517")	1
c("F430", "Z630", "Z9150", "X610")	1
c("F430", "Z631")	1
c("F430", "Z631", "F131", "F121", "X610", "T424")	1
c("F430", "Z631", "F502", "X610", "T435")	1
c("F430", "Z631", "F6031")	1
c("F430", "Z631", "X600", "T393")	1
c("F430", "Z631", "X610", "T424", "X620", "T401", "X600", "T391")	1
c("F430", "Z631", "X610", "T427")	1
c("F430", "Z631", "X780")	1
c("F430", "Z631", "Z630", "X600", "T391")	1
c("F430", "Z634", "F131", "X610", "T424")	1
c("F430", "Z634", "N185", "E1170", "N083", "G990", "N179")	1
c("F430", "Z634", "X600", "T391")	1
c("F430", "Z634", "X610", "T424", "F101")	1
c("F430", "Z634", "Z630", "Z9150", "D570")	1
c("F430", "Z634", "Z9150")	1
c("F430", "Z637", "X619", "T435")	1
c("F430", "Z637", "X640", "T450")	1
c("F430", "Z637", "X649", "T383")	1
c("F430", "Z638", "T391", "X600")	1
c("F430", "Z638", "X600", "T393")	1
c("F430", "Z638", "X610", "T424")	1
c("F430", "Z638", "Z9150", "F603")	1
c("F430", "Z639")	1
c("F430", "Z639", "X619", "T432")	1
c("F430", "Z651", "Z9150")	1
c("F430", "Z730", "Z9150")	1
c("F430", "Z9150", "F317")	1
c("F430", "Z9150", "F539")	1
c("F430", "Z9150", "N648")	1
c("F430", "Z9150", "Z560")	1
c("F430", "Z9150", "Z590")	1
c("F430", "Z9150", "Z630", "F321")	1
c("F430", "Z9150", "Z634", "F321")	1
c("F430", "Z9150", "Z636")	1
c("F430", "Z9150", "Z638")	1
c("F430", "Z9150", "Z638", "F603")	1
c("F4300", "F101")	1
c("F4300", "F200")	1
c("F4300", "F609")	1
c("F4300", "Y911")	1
c("F4300", "Z9150")	1
c("F4301", "F111", "X780", "S617")	1
c("F4301", "F28")	1
c("F4301", "F319")	1
c("F4301", "F320")	1
c("F4301", "F419")	1
c("F4301", "T391", "X600")	1
c("F4301", "T424", "X619", "F603", "Z638")	1
c("F4301", "Y150")	1
c("F4301", "Z590", "F100", "X780", "S619")	1
c("F4301", "Z590", "F100", "X780", "S619", "Z532")	1
c("F4301", "Z6030", "Z9150")	1
c("F4301", "Z631", "X690", "T543", "F100")	1
c("F4301", "Z638", "T424", "Y110")	1
c("F4301", "Z638", "X619", "T424", "F603")	1
c("F4302", "F121", "Z9150")	1
c("F4302", "F122", "Z9158")	1
c("F4302", "F181", "X669", "T528")	1
c("F4302", "F190")	1
c("F4302", "F1920")	1
c("F4302", "F2001")	1
c("F4302", "F29", "F220")	1
c("F4302", "F3210")	1
c("F4302", "F322")	1
c("F4302", "F329", "T402", "X620", "T391", "X600")	1
c("F4302", "F338", "Z630")	1
c("F4302", "F412", "G912", "R268")	1
c("F4302", "F4322")	1
c("F4302", "F4325")	1
c("F4302", "F69", "F1904")	1
c("F4302", "F99", "F322")	1
c("F4302", "M6246", "M62890")	1
c("F4302", "R451")	1
c("F4302", "R456")	1
c("F4302", "R458")	1
c("F4302", "R53+0")	1
c("F4302", "T434", "X610")	1
c("F4302", "X600", "T391", "X620", "T402", "F329")	1
c("F4302", "X610", "T424", "F132")	1
c("F4302", "X610", "T434")	1
c("F4302", "X610", "T439", "Z631", "F6031")	1
c("F4302", "X630", "T449")	1
c("F4302", "X640", "T360", "F412", "Z630")	1
c("F4302", "X640", "T450")	1
c("F4302", "X649", "T375")	1
c("F4302", "X690", "T286")	1
c("F4302", "X849")	1
c("F4302", "Y059")	1
c("F4302", "Y060", "X619", "T424")	1
c("F4302", "Z564", "Z9150")	1
c("F4302", "Z605", "Z9150")	1
c("F4302", "Z630", "F100", "X640", "T369")	1
c("F4302", "Z630", "F338")	1
c("F4302", "Z630", "Z9150")	1
c("F4302", "Z633", "Z6020")	1
c("F4302", "Z634", "Z9150")	1
c("F4302", "Z635", "X619", "T424")	1
c("F4302", "Z730", "X780", "X610", "T435")	1
c("F4302", "Z9150", "F688")	1
c("F4302", "Z9158", "F122")	1
c("F431", "F100")	1
c("F431", "F100", "F140", "F120", "Z9150")	1
c("F431", "F321", "F609")	1
c("F431", "F3210", "F6031")	1
c("F431", "F409")	1
c("F431", "F530")	1
c("F431", "F6031", "F3210")	1
c("F431", "F630", "T391", "X600")	1
c("F431", "R458", "F101", "F191")	1
c("F431", "S717", "X780", "X630", "T443")	1
c("F431", "T391", "F101", "X600", "F6030")	1
c("F431", "T391", "F6030", "X600", "F101")	1
c("F431", "T391", "F630", "X600")	1
c("F431", "X610", "T424", "F322")	1
c("F431", "X610", "T424", "Z911")	1
c("F431", "X610", "T435")	1
c("F431", "X620", "X600", "T391", "T402", "F200")	1
c("F431", "X910", "Y040")	1
c("F431", "Y050")	1
c("F431", "Y058")	1
c("F431", "Y059")	1
c("F431", "Y070", "Z9150")	1
c("F431", "Z599", "Z6030")	1
c("F431", "Z608")	1
c("F431", "Z630")	1
c("F431", "Z911", "F430")	1
c("F431", "Z911", "T424", "X610")	1
c("F431", "Z9150", "F120", "F140", "F100")	1
c("F432", "C772", "C221", "Z911")	1
c("F432", "E6693", "I10", "E1198")	1
c("F432", "F067", "I480")	1
c("F432", "F100")	1
c("F432", "F100", "Z630")	1
c("F432", "F101")	1
c("F432", "F101", "F131", "F121", "F6031", "X619", "T424", "F69")	1
c("F432", "F101", "X610", "T424")	1
c("F432", "F102", "F100")	1
c("F432", "F1024")	1
c("F432", "F130")	1
c("F432", "F142", "Z9150", "F6031")	1
c("F432", "F209", "X611", "T424", "Z5913", "R460")	1
c("F432", "F3201")	1
c("F432", "F322")	1
c("F432", "F322", "F69")	1
c("F432", "F328")	1
c("F432", "F339", "R410", "F03", "G35")	1
c("F432", "F412")	1
c("F432", "F421")	1
c("F432", "F4301")	1
c("F432", "F4320")	1
c("F432", "F603")	1
c("F432", "F606")	1
c("F432", "F609", "X610", "T424")	1
c("F432", "F709", "G409")	1
c("F432", "F989")	1
c("F432", "G8221")	1
c("F432", "M7966")	1
c("F432", "N390", "Z911", "F6031")	1
c("F432", "R073")	1
c("F432", "R262", "Z6020")	1
c("F432", "R452")	1
c("F432", "R452", "Z6028")	1
c("F432", "R458")	1
c("F432", "S311", "X782")	1
c("F432", "S518", "X780", "Z634")	1
c("F432", "T369", "X640")	1
c("F432", "T402", "F317", "X600", "T391")	1
c("F432", "T424")	1
c("F432", "T424", "X610", "F609")	1
c("F432", "T743", "T741")	1
c("F432", "X609", "T393")	1
c("F432", "X610", "T424", "S517")	1
c("F432", "X610", "T426")	1
c("F432", "X610", "T432")	1
c("F432", "X610", "T435")	1
c("F432", "X610", "Z9150")	1
c("F432", "X611", "T435")	1
c("F432", "X614", "T424")	1
c("F432", "X619", "T424", "F100")	1
c("F432", "X620", "T402")	1
c("F432", "X620", "T403")	1
c("F432", "X630", "T443")	1
c("F432", "X640", "T369")	1
c("F432", "X690", "T543")	1
c("F432", "X800")	1
c("F432", "Y150")	1
c("F432", "Y910")	1
c("F432", "Y912")	1
c("F432", "Z598", "Z9150")	1
c("F432", "Z599")	1
c("F432", "Z6020", "X640", "T465", "F100")	1
c("F432", "Z608", "Z9150")	1
c("F432", "Z630", "F100")	1
c("F432", "Z630", "X600", "T391")	1
c("F432", "Z630", "X610", "T424", "X600", "T391")	1
c("F432", "Z630", "X640", "T501")	1
c("F432", "Z630", "X640", "T509")	1
c("F432", "Z630", "X780", "S519")	1
c("F432", "Z630", "Z565", "X600", "T391")	1
c("F432", "Z630", "Z9150")	1
c("F432", "Z634", "F1002", "F102")	1
c("F432", "Z634", "X610", "T432")	1
c("F432", "Z653")	1
c("F432", "Z718")	1
c("F432", "Z9150", "Z630")	1
c("F4320", "F101")	1
c("F4320", "F131", "T432", "X610")	1
c("F4320", "F320")	1
c("F4320", "F322")	1
c("F4320", "F604")	1
c("F4320", "Y150")	1
c("F4320", "Z9150")	1
c("F4321", "F322")	1
c("F4321", "F4302")	1
c("F4321", "Z630", "X610", "T424", "F609")	1
c("F4322", "F122")	1
c("F4322", "F131")	1
c("F4322", "F608")	1
c("F4322", "F789")	1
c("F4322", "R451", "Z634", "R410", "X690", "T424")	1
c("F4322", "R458")	1
c("F4322", "R529")	1
c("F4322", "T426", "T424", "X610")	1
c("F4322", "X609", "T393", "R100")	1
c("F4322", "Z590")	1
c("F4322", "Z605")	1
c("F4323", "X649", "T360")	1
c("F4324", "F109", "F603")	1
c("F4324", "T543", "X690")	1
c("F4324", "X600", "T393")	1
c("F4324", "X610", "Z9158", "F6031")	1
c("F4324", "Z590", "X794", "F102", "I251", "Z955", "K914")	1
c("F4324", "Z9150")	1
c("F4325", "F310", "R458")	1
c("F4325", "F840")	1
c("F4325", "Z630", "F140")	1
c("F4325", "Z9150", "F329")	1
c("F438", "T402", "X620")	1
c("F438", "Z911", "Z9150")	1
c("F439", "G470")	1
c("F439", "X610", "T432")	1
c("F439", "Y0413")	1
c("F439", "Y150", "X610", "T426")	1
c("F440", "F321")	1
c("F449", "F209")	1
c("F449", "X780", "S711", "F122")	1
c("F452", "F101", "X610", "T424")	1
c("F452", "F322")	1
c("F453", "Z630", "F419", "G836")	1
c("F458", "F100")	1
c("F458", "F321")	1
c("F458", "F329")	1
c("F458", "G832")	1
c("F480", "T424", "X610")	1
c("F480", "X400", "T398")	1
c("F489", "F319")	1
c("F500", "E8760")	1
c("F500", "F320", "F504")	1
c("F500", "F4324")	1
c("F500", "F504", "F320")	1
c("F500", "R060")	1
c("F500", "R11", "F329")	1
c("F500", "R53+0")	1
c("F502", "F410")	1
c("F503", "F331", "F1725", "F6030")	1
c("F505", "E8760")	1
c("F509", "F609", "F121")	1
c("F509", "S519", "X789")	1
c("F509", "X600", "T400", "T391")	1
c("F510", "F200")	1
c("F510", "F251")	1
c("F510", "F311")	1
c("F510", "F339")	1
c("F510", "F412")	1
c("F510", "F443")	1
c("F510", "R251", "R630")	1
c("F510", "U089")	1
c("F510", "W708")	1
c("F510", "X610", "T424")	1
c("F518", "Z630", "Z566")	1
c("F518", "Z728")	1
c("F530", "F4322")	1
c("F54", "M797")	1
c("F59", "F919")	1
c("F602", "F100", "R451")	1
c("F602", "F101", "F100")	1
c("F602", "F109")	1
c("F602", "F190")	1
c("F602", "F321")	1
c("F602", "F6030")	1
c("F603", "F100", "T398", "X602")	1
c("F603", "F101")	1
c("F603", "F110", "F430")	1
c("F603", "F321", "T434", "X610")	1
c("F603", "F3210")	1
c("F603", "F4301")	1
c("F603", "R458")	1
c("F603", "S411", "X780")	1
c("F603", "S501", "X849", "F101")	1
c("F603", "S519", "X780", "F509", "X610", "T432")	1
c("F603", "S619", "X780", "F430")	1
c("F603", "T424", "X619")	1
c("F603", "T424", "X6199")	1
c("F603", "T509", "X640")	1
c("F603", "X600", "Z637", "T391")	1
c("F603", "X649", "T383", "Z601")	1
c("F603", "X780", "S411")	1
c("F603", "X780", "S619", "F430")	1
c("F603", "Z631", "X600", "X610", "T391", "T424")	1
c("F603", "Z911", "Z565", "X619", "T435")	1
c("F603", "Z911", "Z9150")	1
c("F6030", "F100")	1
c("F6030", "F1002", "X610", "T424")	1
c("F6030", "F101")	1
c("F6030", "F1024", "F319")	1
c("F6030", "F121", "F141", "Z9158", "Z590")	1
c("F6030", "F131", "F121", "F101")	1
c("F6030", "F131", "F151", "Z9150")	1
c("F6030", "F151", "Z911", "Z658")	1
c("F6030", "F191", "Z9150")	1
c("F6030", "F2321")	1
c("F6030", "F29")	1
c("F6030", "F300")	1
c("F6030", "R452")	1
c("F6030", "R456")	1
c("F6030", "R456", "R451")	1
c("F6030", "R458")	1
c("F6030", "T391", "T424", "T509", "X610", "Z630", "X600")	1
c("F6030", "T391", "X600")	1
c("F6030", "T424", "X610")	1
c("F6030", "T432", "X619", "F952")	1
c("F6030", "T435", "X610")	1
c("F6030", "X600", "T424", "T509", "X610", "Z630", "T391")	1
c("F6030", "X600", "Z9150")	1
c("F6030", "X610", "T430", "F502")	1
c("F6030", "X610", "T433")	1
c("F6030", "X610", "T433", "X780", "S517")	1
c("F6030", "X610", "T435")	1
c("F6030", "X610", "T439")	1
c("F6030", "X612", "T424")	1
c("F6030", "X619", "T435")	1
c("F6030", "X619", "Z9150")	1
c("F6030", "X780", "S517", "Z630")	1
c("F6030", "X789", "S019", "F199", "Z911")	1
c("F6030", "Y060", "Z9150", "Z640")	1
c("F6030", "Y150")	1
c("F6030", "Z630", "X610", "T435")	1
c("F6031", "E109")	1
c("F6031", "F151", "Z9150")	1
c("F6031", "F191", "S017", "X780")	1
c("F6031", "F319")	1
c("F6031", "F320")	1
c("F6031", "F322")	1
c("F6031", "F323")	1
c("F6031", "F339", "X610", "T424")	1
c("F6031", "F410")	1
c("F6031", "F501")	1
c("F6031", "F602")	1
c("F6031", "R458")	1
c("F6031", "R458", "F321")	1
c("F6031", "R460", "F101", "X610", "T424")	1
c("F6031", "S519", "X780")	1
c("F6031", "S519", "Z911")	1
c("F6031", "S609", "X790", "X610", "T424")	1
c("F6031", "S819")	1
c("F6031", "T405")	1
c("F6031", "T424", "T432", "X610")	1
c("F6031", "T424", "X610")	1
c("F6031", "T424", "X610", "R460", "F101")	1
c("F6031", "T435", "T424")	1
c("F6031", "T435", "X6109")	1
c("F6031", "T509")	1
c("F6031", "X602", "T391")	1
c("F6031", "X609", "T391")	1
c("F6031", "X610", "T424", "F141")	1
c("F6031", "X610", "T432", "T424")	1
c("F6031", "X610", "T435", "T424")	1
c("F6031", "X610", "T436", "F150")	1
c("F6031", "X612", "F919", "F100", "F102", "T424")	1
c("F6031", "X619", "T435")	1
c("F6031", "X619", "T435", "T433")	1
c("F6031", "X640")	1
c("F6031", "X640", "T388")	1
c("F6031", "X649", "T509")	1
c("F6031", "X650", "T519")	1
c("F6031", "X700", "R456")	1
c("F6031", "X780", "S517")	1
c("F6031", "X780", "S617")	1
c("F6031", "X789")	1
c("F6031", "Y070", "S519", "S119", "X780")	1
c("F6031", "Z590", "X619", "T433")	1
c("F6031", "Z630", "X610", "T424")	1
c("F6031", "Z630", "X610", "T432")	1
c("F6031", "Z631", "X600", "T391", "X610", "T432")	1
c("F6031", "Z632")	1
c("F6031", "Z638", "Z735", "R451", "F431")	1
c("F6031", "Z639", "T391", "X609")	1
c("F6031", "Z911", "T751", "F122")	1
c("F6031", "Z911", "Z9150")	1
c("F6031", "Z9150", "F630")	1
c("F6031", "Z9150", "Z6030")	1
c("F6031", "Z9150", "Z630", "Z631")	1
c("F6031", "Z9158")	1
c("F604", "F131", "F101", "T424", "X610")	1
c("F604", "F3200")	1
c("F604", "X610", "T424")	1
c("F607", "F3210", "Z9150")	1
c("F607", "F431", "F329", "F321")	1
c("F607", "X619", "T424", "F431")	1
c("F607", "Z9150", "F3210")	1
c("F608", "K529")	1
c("F608", "X610", "T424")	1
c("F608", "X610", "T424", "F100")	1
c("F609", "F018")	1
c("F609", "F100")	1
c("F609", "F1005")	1
c("F609", "F101")	1
c("F609", "F141", "F121", "F101")	1
c("F609", "F209")	1
c("F609", "F320")	1
c("F609", "F419")	1
c("F609", "F4301")	1
c("F609", "F432")	1
c("F609", "F918")	1
c("F609", "F952")	1
c("F609", "L893")	1
c("F609", "R440")	1
c("F609", "R451")	1
c("F609", "R458")	1
c("F609", "T391", "X600")	1
c("F609", "T398")	1
c("F609", "T424")	1
c("F609", "T424", "F100", "X610")	1
c("F609", "T435", "X610")	1
c("F609", "T509", "X640", "F430")	1
c("F609", "X420", "T406", "X600", "T391")	1
c("F609", "X610", "T430", "T424")	1
c("F609", "X640", "T509", "F430")	1
c("F609", "X789")	1
c("F609", "X789", "F101", "F419")	1
c("F609", "X789", "S711")	1
c("F609", "Y150")	1
c("F609", "Z046", "S100", "X701")	1
c("F609", "Z590", "F101", "X618", "T424")	1
c("F609", "Z630", "R451")	1
c("F609", "Z630", "X610", "T424")	1
c("F609", "Z911", "F199")	1
c("F630", "F6030", "Z9150", "F100", "X610")	1
c("F630", "Z9150")	1
c("F638", "G403", "X610", "T424")	1
c("F638", "Z631")	1
c("F639", "F122", "X610", "T436")	1
c("F639", "T391", "X600")	1
c("F639", "X600", "T391")	1
c("F639", "Z630", "X610", "T424")	1
c("F680", "R268")	1
c("F688", "F101", "Z9150")	1
c("F688", "F321", "F329")	1
c("F688", "F329")	1
c("F688", "F430")	1
c("F688", "F432")	1
c("F688", "F510")	1
c("F688", "N390")	1
c("F688", "R392", "Z6030")	1
c("F688", "R440")	1
c("F688", "R451", "Z911")	1
c("F688", "R455")	1
c("F688", "R456")	1
c("F688", "R456", "D693", "R451")	1
c("F688", "R456", "R451", "D693")	1
c("F688", "T424", "X610")	1
c("F688", "X600", "T391")	1
c("F688", "X702", "S101", "Z651")	1
c("F688", "Z532")	1
c("F688", "Z532", "R456")	1
c("F688", "Z590")	1
c("F688", "Z590", "F121", "F101")	1
c("F688", "Z590", "F121", "F101", "Z9150")	1
c("F688", "Z922", "X600")	1
c("F701", "R460")	1
c("F708", "F29")	1
c("F711", "F849")	1
c("F721", "F4301")	1
c("F721", "R451", "R460")	1
c("F721", "R460", "R451")	1
c("F790", "Y150")	1
c("F798", "G409")	1
c("F798", "X690", "T549")	1
c("F83", "F419")	1
c("F840", "F988")	1
c("F849", "Z028")	1
c("F900", "F412")	1
c("F918", "F798")	1
c("F918", "T407")	1
c("F919", "F2310", "F229", "E162")	1
c("F919", "F3021")	1
c("F919", "F323")	1
c("F919", "F329")	1
c("F919", "R456")	1
c("F919", "X610", "T433")	1
c("F919", "Y150")	1
